returned,price,discount_pct,shipping_days,late_delivery,category,device,membership,prior_returns,prior_purchases,region
1,268.89,0.22,6,1,Electronics,Mobile,Silver,1,9,S
0,111.98,0.06,5,1,Home,Desktop,None,0,1,MW
1,99.65,0.2,5,1,Home,Mobile,None,0,4,S
1,51.19,0.4,4,1,Apparel,Mobile,Silver,0,1,MW
0,222.6,0.37,3,1,Electronics,Mobile,Gold,1,11,MW
0,14.25,0.29,4,0,Beauty,Desktop,None,0,4,NE
1,80.82,0.24,4,1,Shoes,Mobile,None,0,0,S
0,50.46,0.21,1,0,Apparel,Mobile,Gold,0,5,MW
0,48.56,0.38,3,0,Beauty,Desktop,Silver,0,4,MW
0,111.37,0.1,3,0,Electronics,Mobile,None,0,0,S
0,84.9,0.24,2,0,Shoes,Desktop,Gold,0,6,NE
0,59.2,0.2,1,0,Apparel,Desktop,Silver,0,11,NE
1,54.85,0.3,2,0,Apparel,Mobile,None,1,0,MW
1,94.35,0.26,4,1,Shoes,Mobile,Silver,0,7,NE
0,326.7,0.05,3,1,Electronics,Desktop,None,0,3,NE
0,154.46,0.18,1,0,Electronics,Mobile,None,0,2,MW
0,45.83,0.32,3,0,Apparel,Desktop,Gold,0,7,S
0,55.44,0.06,3,0,Shoes,Desktop,None,0,3,S
0,39.74,0.18,3,0,Beauty,Desktop,Silver,1,3,MW
0,197.86,0.41,2,0,Electronics,Desktop,Silver,0,1,S
0,43.95,0.21,4,0,Beauty,Mobile,Silver,0,3,S
1,308.91,0.1,4,0,Electronics,Mobile,None,1,3,West
1,61.23,0.22,3,0,Shoes,Desktop,Gold,0,2,West
0,262.04,0.2,1,0,Electronics,Mobile,Gold,0,16,West
1,50.06,0.39,4,1,Apparel,Mobile,Silver,0,5,West
1,28.76,0.33,1,1,Apparel,Mobile,None,0,6,NE
1,403.73,0.15,2,1,Electronics,Desktop,None,0,0,S
1,238.07,0.13,2,0,Home,Mobile,Silver,0,3,S
0,48.47,0.2,5,1,Home,Mobile,None,0,3,West
1,37.88,0.22,4,1,Apparel,Desktop,Silver,2,7,S
0,271.07,0.17,5,0,Electronics,Desktop,None,0,8,West
0,173.8,0.08,4,0,Electronics,Mobile,None,1,8,S
0,262.85,0.04,4,0,Electronics,Mobile,Gold,0,3,S
0,109.72,0.07,3,0,Home,Desktop,Silver,0,7,West
1,65.91,0.27,2,0,Apparel,Desktop,None,0,4,MW
0,141.44,0,2,1,Home,Desktop,Silver,0,1,NE
0,35.39,0.26,6,0,Apparel,Mobile,Gold,1,8,West
1,106.36,0.19,4,1,Shoes,Mobile,None,0,4,MW
0,44,0.31,1,0,Apparel,Desktop,Gold,0,5,S
0,154.96,0.03,3,0,Electronics,Desktop,Gold,0,11,MW
1,82.58,0.26,5,1,Shoes,Mobile,Gold,0,14,S
0,56.06,0.17,2,0,Beauty,Mobile,Gold,0,7,MW
1,161.02,0.18,5,1,Home,Mobile,None,1,11,West
0,96.82,0.1,2,1,Apparel,Mobile,Silver,0,2,NE
1,59.15,0.21,4,1,Shoes,Mobile,Gold,0,7,S
1,102.96,0.08,4,1,Home,Mobile,None,0,3,S
1,54.13,0.48,4,1,Beauty,Mobile,None,0,0,West
0,51.45,0.13,2,0,Apparel,Mobile,Gold,0,12,West
0,69.92,0.35,3,1,Apparel,Mobile,Gold,0,12,S
0,123.01,0.28,3,0,Home,Mobile,Silver,0,1,MW
0,33.42,0,3,1,Beauty,Mobile,Gold,1,13,MW
0,45.18,0.27,4,0,Apparel,Desktop,Silver,0,3,NE
0,115.6,0.23,1,0,Electronics,Mobile,None,0,0,West
0,228.05,0.3,1,0,Electronics,Desktop,None,0,3,MW
1,48.54,0.31,4,1,Apparel,Desktop,None,0,0,West
0,103.18,0.16,4,1,Shoes,Mobile,Gold,1,5,MW
0,225.43,0,4,0,Electronics,Mobile,None,1,2,S
0,258.42,0.08,1,1,Electronics,Mobile,Gold,0,4,S
0,159.43,0.18,4,1,Electronics,Mobile,Gold,0,5,NE
0,201.5,0.08,3,0,Electronics,Desktop,None,0,4,NE
0,199.57,0.2,3,0,Home,Desktop,Gold,0,9,MW
1,57.11,0.14,4,0,Shoes,Desktop,None,0,1,S
1,76.14,0.34,4,1,Apparel,Mobile,None,0,5,West
0,50.84,0.27,2,0,Apparel,Desktop,Gold,0,2,NE
0,75.46,0.16,2,0,Shoes,Desktop,Gold,0,12,S
1,196.55,0.12,5,1,Electronics,Mobile,None,0,0,S
0,87.97,0.24,2,1,Shoes,Mobile,Gold,1,13,S
0,18.57,0.18,2,1,Beauty,Desktop,Gold,1,10,NE
1,70.05,0.18,1,0,Shoes,Mobile,Silver,0,3,MW
0,367.27,0.3,5,1,Electronics,Mobile,Gold,0,10,West
0,121.52,0.23,4,0,Home,Mobile,Gold,0,7,S
1,221.07,0,2,1,Electronics,Desktop,Gold,2,21,S
0,70.61,0.21,4,0,Home,Mobile,Silver,0,1,West
1,64.2,0.2,6,0,Home,Desktop,None,1,3,West
0,39.01,0.25,2,0,Apparel,Desktop,Silver,0,7,NE
1,35.49,0.2,3,1,Beauty,Mobile,None,0,0,West
0,83.49,0.34,4,1,Home,Desktop,None,0,4,MW
1,391.03,0.06,1,0,Electronics,Mobile,Silver,0,2,NE
0,89.8,0,1,0,Home,Desktop,Gold,0,22,NE
0,72.03,0.24,2,0,Home,Desktop,Gold,0,26,S
1,87.11,0.17,2,0,Home,Mobile,Silver,0,1,NE
0,117.09,0.25,2,1,Home,Desktop,Gold,0,14,MW
0,111.42,0.33,6,1,Home,Mobile,None,0,6,S
1,55.35,0.11,4,1,Beauty,Mobile,None,0,6,NE
0,86.28,0.22,1,0,Shoes,Desktop,Silver,1,4,S
0,27.03,0.29,6,1,Beauty,Desktop,None,0,2,S
0,154.01,0.24,3,0,Electronics,Desktop,None,0,2,West
1,193.02,0.18,2,0,Home,Desktop,None,3,6,MW
1,29.56,0.37,4,1,Apparel,Mobile,None,0,3,MW
1,36.96,0.51,5,1,Apparel,Desktop,None,0,5,West
0,56.06,0.4,1,0,Apparel,Desktop,None,0,3,NE
0,40.59,0.08,2,0,Beauty,Desktop,Silver,0,12,S
0,111.56,0.33,2,0,Shoes,Mobile,None,0,0,MW
0,95.97,0.23,5,0,Apparel,Desktop,Silver,0,8,S
1,134.11,0.1,2,0,Home,Desktop,Silver,0,2,West
1,37.09,0.18,6,1,Apparel,Desktop,Silver,0,0,West
0,267.2,0.12,5,1,Electronics,Mobile,Silver,0,0,MW
0,20.94,0.16,4,0,Beauty,Mobile,Gold,0,8,West
0,59.39,0.1,4,1,Home,Mobile,None,0,1,S
0,27.51,0.36,4,0,Apparel,Mobile,Silver,0,3,S
0,56.57,0.2,4,0,Beauty,Desktop,None,0,0,S
0,42.19,0.21,3,0,Beauty,Mobile,None,0,1,MW
0,58.59,0.4,2,0,Shoes,Mobile,Silver,0,4,NE
0,37.71,0.16,4,0,Apparel,Desktop,None,0,7,MW
1,184.6,0.15,3,0,Electronics,Desktop,None,0,3,S
0,198.7,0,4,0,Electronics,Desktop,Gold,0,5,S
1,159.73,0.2,5,1,Home,Desktop,Silver,1,2,S
1,141.65,0.22,4,0,Shoes,Desktop,Silver,0,6,S
0,102.1,0.33,2,0,Home,Desktop,Gold,0,7,NE
0,171.59,0.15,2,0,Shoes,Desktop,Silver,0,3,MW
0,77.39,0.22,4,1,Apparel,Mobile,Silver,0,6,West
0,36.87,0.17,4,1,Apparel,Desktop,Silver,0,4,West
0,28.99,0.18,3,0,Beauty,Mobile,Silver,0,3,S
0,211.56,0.22,3,0,Electronics,Mobile,None,0,0,S
0,141.93,0.19,4,0,Home,Mobile,None,2,5,MW
0,77.45,0.25,4,0,Shoes,Mobile,Silver,0,11,S
0,75.77,0.2,4,0,Shoes,Desktop,Gold,0,9,S
0,27.49,0.27,1,0,Beauty,Mobile,Gold,1,6,S
0,56.22,0.17,4,0,Apparel,Mobile,Gold,0,5,West
0,204,0.09,2,1,Electronics,Mobile,None,0,0,NE
0,63.45,0.34,2,1,Beauty,Desktop,None,0,8,MW
1,139.91,0.06,2,0,Electronics,Desktop,Gold,0,7,MW
1,98.73,0.26,2,1,Shoes,Mobile,None,0,1,MW
1,58.81,0.29,3,1,Apparel,Mobile,None,1,1,West
0,39.15,0.27,4,0,Beauty,Mobile,Silver,0,5,West
1,115.7,0.08,4,1,Shoes,Desktop,None,1,1,S
0,280.34,0.12,3,1,Electronics,Desktop,None,0,0,S
0,102.63,0.24,5,0,Shoes,Mobile,None,0,4,S
0,22.56,0.34,3,0,Apparel,Mobile,Gold,0,11,S
1,47.7,0.26,3,0,Apparel,Desktop,Silver,1,3,S
0,64.35,0.39,2,0,Apparel,Desktop,None,0,2,MW
0,85.03,0.28,2,0,Shoes,Desktop,Gold,0,6,S
0,284.37,0.19,4,0,Electronics,Mobile,Silver,0,24,West
0,65.52,0.23,1,0,Shoes,Desktop,Gold,0,3,NE
1,25.26,0.14,2,0,Beauty,Mobile,None,0,5,NE
1,303.71,0.07,3,0,Electronics,Desktop,None,0,0,MW
0,102.97,0.09,4,1,Shoes,Desktop,None,0,4,S
1,132.76,0.15,5,0,Shoes,Desktop,None,0,9,S
0,151.4,0,6,1,Electronics,Desktop,None,0,8,NE
0,49.29,0.26,2,0,Apparel,Desktop,Silver,0,1,MW
1,128.06,0.1,4,0,Home,Desktop,None,0,3,S
1,40.75,0.28,4,0,Apparel,Desktop,None,0,1,MW
0,35.55,0.44,3,1,Apparel,Desktop,Gold,0,2,West
1,129.73,0.07,3,0,Home,Desktop,Silver,0,2,West
0,35.46,0.31,4,1,Beauty,Desktop,None,0,7,MW
1,110.14,0.11,3,0,Home,Mobile,None,0,2,MW
0,22.25,0.37,5,0,Apparel,Mobile,Gold,0,4,West
0,47.68,0.38,1,0,Apparel,Mobile,Gold,0,4,NE
1,22.23,0.44,3,1,Beauty,Desktop,None,0,1,NE
0,156.52,0.23,3,0,Home,Mobile,None,0,4,West
0,36.69,0.16,3,0,Apparel,Desktop,None,0,6,West
0,42.9,0.05,5,0,Shoes,Mobile,None,0,2,S
0,91.48,0.32,2,0,Shoes,Mobile,Gold,0,6,West
0,117.22,0.15,3,0,Home,Mobile,Silver,1,9,West
0,138.53,0.05,5,0,Electronics,Mobile,Silver,0,9,S
0,146.65,0.21,3,0,Home,Mobile,None,0,5,NE
0,48.5,0.16,3,0,Apparel,Mobile,Gold,0,19,West
0,45.02,0,1,0,Home,Desktop,None,1,4,NE
1,27.97,0.18,5,1,Beauty,Mobile,None,1,1,West
1,94.57,0.16,4,0,Apparel,Desktop,None,0,2,MW
0,48.09,0.26,5,0,Apparel,Desktop,None,1,0,West
0,57.36,0.14,3,0,Apparel,Desktop,None,0,4,West
0,40.64,0.02,1,0,Shoes,Desktop,Silver,0,15,West
0,288.84,0.02,2,0,Electronics,Desktop,None,1,3,MW
1,76.72,0.24,1,0,Home,Mobile,None,0,0,West
0,219.43,0.18,1,0,Home,Mobile,None,0,2,NE
0,132.7,0.25,6,1,Home,Mobile,Silver,0,2,West
0,76.19,0.07,2,1,Home,Desktop,Gold,0,2,S
0,53.06,0.33,1,0,Apparel,Mobile,Gold,0,5,West
1,96.54,0.18,4,0,Apparel,Mobile,Gold,1,29,S
0,42.48,0.26,5,0,Beauty,Mobile,None,0,3,West
0,224.73,0.06,4,0,Electronics,Desktop,None,0,2,West
0,30,0.42,2,0,Apparel,Desktop,Silver,0,2,NE
0,30.93,0.14,1,0,Beauty,Mobile,None,0,0,S
1,54.99,0.29,1,1,Shoes,Desktop,Gold,0,8,NE
0,43.13,0.32,3,0,Apparel,Mobile,Silver,1,7,NE
1,46.51,0.25,1,1,Apparel,Mobile,None,0,5,MW
0,128.66,0.13,3,0,Electronics,Mobile,Silver,0,4,S
0,58.94,0.24,1,0,Apparel,Mobile,Gold,0,6,S
0,106.17,0.33,5,0,Shoes,Mobile,Gold,1,12,S
1,71.03,0.39,4,1,Apparel,Mobile,None,0,3,S
0,130.91,0.25,1,0,Home,Desktop,Gold,1,11,S
1,118.79,0.23,4,0,Apparel,Desktop,None,0,5,West
0,30.05,0.09,4,1,Apparel,Mobile,Gold,2,24,S
0,55.85,0.3,4,0,Apparel,Mobile,None,1,3,NE
0,42.45,0.16,6,1,Apparel,Mobile,Gold,0,0,S
0,294.59,0.08,5,0,Electronics,Desktop,None,0,0,S
1,56.39,0.28,4,1,Apparel,Mobile,Silver,0,6,NE
1,289.6,0.19,2,0,Electronics,Mobile,Gold,0,14,MW
0,35.55,0.11,2,0,Beauty,Desktop,Gold,0,8,S
1,181.79,0.29,3,1,Electronics,Mobile,Silver,2,4,NE
0,42.22,0.19,2,0,Apparel,Mobile,Gold,0,4,West
0,31.56,0.27,4,1,Beauty,Mobile,Silver,1,7,West
1,26.47,0.39,5,0,Beauty,Mobile,None,0,2,West
1,74.37,0.16,2,0,Shoes,Mobile,Silver,0,6,MW
1,367.13,0.03,3,0,Electronics,Mobile,Silver,2,10,West
0,71.9,0.3,1,0,Apparel,Mobile,Gold,1,12,S
0,62.82,0.18,3,0,Shoes,Mobile,Silver,0,5,West
1,138.58,0.18,3,0,Home,Desktop,None,0,3,NE
0,90.96,0.04,3,1,Home,Mobile,Gold,0,13,MW
0,41.63,0.3,3,0,Apparel,Mobile,Gold,0,12,West
0,123.7,0.06,5,0,Home,Desktop,None,1,3,MW
0,82.22,0.21,3,0,Shoes,Mobile,Silver,0,5,West
1,19.4,0.2,4,0,Beauty,Mobile,Gold,0,3,MW
1,218.72,0,2,1,Electronics,Mobile,Silver,2,10,NE
1,86.29,0.2,4,0,Shoes,Mobile,None,0,5,MW
0,215.01,0.29,3,0,Electronics,Mobile,Gold,1,7,MW
0,100.5,0.37,1,0,Shoes,Mobile,None,0,3,S
0,39.89,0.33,3,1,Apparel,Desktop,Gold,0,6,S
1,19.01,0.18,3,0,Apparel,Desktop,Gold,0,7,S
0,51.94,0.23,3,1,Apparel,Mobile,Gold,1,11,West
1,90.47,0.03,2,0,Home,Desktop,None,0,1,MW
0,62.76,0.16,3,0,Shoes,Mobile,Gold,0,7,NE
0,42.09,0.1,3,1,Apparel,Mobile,Gold,1,39,MW
1,43,0.12,4,0,Apparel,Desktop,Gold,2,23,S
0,84.64,0.27,7,1,Shoes,Mobile,None,0,1,S
0,122.23,0.03,2,0,Home,Desktop,None,0,1,NE
0,215.79,0,1,0,Electronics,Mobile,None,0,1,NE
0,166.89,0.11,4,1,Electronics,Desktop,Silver,0,8,MW
1,53.52,0.3,3,0,Apparel,Desktop,None,2,8,West
1,32.79,0.06,4,0,Shoes,Mobile,None,1,1,S
0,126.87,0.1,1,0,Home,Mobile,Gold,0,3,MW
0,65.2,0.2,1,0,Home,Mobile,None,0,3,MW
0,167.84,0.07,2,0,Electronics,Desktop,None,0,3,S
0,190.95,0.23,3,0,Home,Desktop,None,0,1,West
0,184.44,0.17,3,0,Home,Desktop,Silver,2,21,S
0,192.83,0.22,2,0,Electronics,Mobile,None,0,3,NE
0,59.26,0.26,2,0,Apparel,Mobile,Gold,0,20,West
0,21.27,0.05,3,0,Beauty,Mobile,None,0,2,S
0,135.97,0.07,4,0,Home,Desktop,Gold,0,4,NE
1,28.09,0.16,2,0,Apparel,Desktop,Silver,0,15,NE
1,534.45,0.09,3,0,Electronics,Mobile,Gold,2,29,MW
1,21.53,0.22,3,1,Apparel,Mobile,None,0,0,MW
0,133.03,0,4,0,Home,Desktop,None,1,0,MW
1,26.97,0.24,2,0,Beauty,Desktop,None,0,6,MW
0,139.78,0.24,2,0,Home,Mobile,Gold,2,7,West
0,42.07,0.45,1,0,Apparel,Mobile,Silver,0,1,NE
0,74.92,0.27,4,1,Shoes,Desktop,Gold,1,19,MW
1,82.98,0.09,5,0,Apparel,Mobile,None,0,3,MW
0,36.25,0.03,4,0,Apparel,Mobile,None,1,7,NE
0,160.1,0,5,0,Electronics,Desktop,None,0,0,West
0,41.78,0.2,2,0,Apparel,Desktop,Silver,0,4,S
0,105.96,0.27,3,1,Home,Mobile,None,0,3,West
0,39.92,0.29,4,0,Apparel,Desktop,None,0,6,MW
0,37.81,0.19,3,1,Apparel,Desktop,Gold,0,7,West
1,26.94,0.14,3,0,Beauty,Mobile,Silver,1,7,MW
0,380.14,0,3,0,Electronics,Mobile,Gold,3,14,S
1,45.3,0.24,5,1,Apparel,Desktop,None,0,2,S
0,263.92,0.26,1,0,Electronics,Desktop,None,0,0,NE
0,41.02,0.25,4,0,Beauty,Mobile,Gold,1,7,S
0,34.42,0.17,4,1,Apparel,Mobile,None,0,0,S
1,39.72,0.2,3,0,Beauty,Desktop,Gold,0,4,West
1,49.45,0.36,3,0,Beauty,Desktop,None,2,3,NE
0,220.4,0.21,4,0,Electronics,Mobile,None,0,2,S
0,337.7,0.07,5,1,Electronics,Mobile,Gold,1,13,West
0,56.58,0.22,5,0,Shoes,Desktop,Silver,1,12,S
1,120.43,0.01,4,1,Home,Mobile,Gold,1,14,MW
1,61.25,0.23,5,1,Apparel,Mobile,None,1,5,S
0,55.68,0.16,3,1,Apparel,Desktop,None,0,3,S
0,183.78,0.1,2,0,Electronics,Desktop,None,0,0,MW
1,70.4,0.29,4,0,Shoes,Mobile,Gold,0,13,West
0,34.6,0.2,2,0,Beauty,Mobile,Gold,1,35,MW
0,175.79,0,1,0,Home,Mobile,Gold,0,8,NE
0,32.21,0.11,2,0,Shoes,Desktop,None,0,0,NE
0,52.14,0.26,3,0,Apparel,Mobile,Silver,1,3,S
0,107.72,0.14,2,1,Home,Desktop,None,0,1,S
0,22.19,0.34,1,0,Beauty,Mobile,Silver,0,3,MW
0,83.41,0.19,4,1,Shoes,Desktop,None,0,3,MW
0,35.73,0.16,2,1,Apparel,Desktop,Gold,0,9,NE
0,89.09,0.27,5,1,Shoes,Mobile,Gold,0,11,S
0,40.92,0,3,0,Beauty,Desktop,Silver,0,16,MW
1,209.44,0.24,3,1,Electronics,Desktop,None,0,1,S
0,37.66,0.21,4,0,Apparel,Mobile,None,0,3,West
0,23.63,0.35,2,0,Apparel,Mobile,Silver,3,15,MW
0,61.63,0.04,2,0,Beauty,Desktop,Gold,0,14,West
1,136.5,0.13,5,0,Home,Mobile,None,0,1,S
0,282.33,0.16,1,0,Electronics,Mobile,Gold,0,1,NE
0,72.03,0.31,2,0,Shoes,Mobile,Gold,0,0,MW
0,26.56,0.39,2,0,Beauty,Mobile,None,0,0,NE
0,36.7,0.22,1,0,Beauty,Mobile,None,0,2,NE
0,91.42,0.12,5,0,Shoes,Mobile,None,0,3,West
1,220.71,0,5,0,Electronics,Desktop,Gold,0,7,West
0,41.54,0.26,4,0,Apparel,Desktop,Gold,2,28,S
1,127.19,0.2,1,1,Home,Mobile,Gold,1,8,S
1,78.59,0.32,5,1,Shoes,Mobile,None,0,6,West
0,51.32,0.28,1,0,Apparel,Mobile,Gold,1,10,NE
1,53.6,0.17,4,0,Apparel,Mobile,None,0,0,S
0,128.44,0.11,3,0,Shoes,Mobile,None,0,0,MW
0,376.54,0.02,4,0,Electronics,Mobile,Gold,0,6,West
0,549.52,0.26,3,1,Electronics,Mobile,Gold,0,3,NE
0,65.08,0.16,2,0,Home,Desktop,None,1,2,NE
1,54.35,0.54,2,0,Beauty,Desktop,None,0,3,MW
0,195.26,0.32,4,1,Home,Mobile,Silver,0,2,MW
1,37.55,0.35,4,0,Apparel,Mobile,Silver,0,4,NE
0,52.31,0.37,2,0,Apparel,Mobile,Gold,0,9,NE
0,23.52,0.4,3,0,Beauty,Mobile,Gold,0,11,S
0,121.04,0.25,3,0,Home,Mobile,Silver,0,6,MW
1,221.75,0,5,1,Electronics,Desktop,Silver,0,8,MW
0,64.82,0.18,4,0,Apparel,Mobile,Gold,2,33,S
0,49.9,0.17,2,0,Apparel,Desktop,Silver,0,17,MW
0,35.59,0.25,5,1,Apparel,Mobile,None,0,8,West
1,67.43,0.23,2,0,Apparel,Desktop,Gold,1,18,West
1,109.58,0.13,2,0,Home,Mobile,None,0,2,MW
0,31.52,0.12,4,0,Beauty,Desktop,Gold,1,6,NE
0,109.28,0.34,2,0,Shoes,Mobile,Gold,0,6,NE
0,122.61,0.22,2,1,Shoes,Desktop,Gold,2,25,West
1,84.07,0.32,2,0,Home,Desktop,None,0,10,West
0,37.11,0.06,2,0,Beauty,Mobile,Gold,0,26,NE
0,66.69,0.43,2,0,Apparel,Desktop,Silver,0,2,S
1,30.24,0.19,4,0,Apparel,Desktop,None,0,1,MW
0,117.72,0.16,3,0,Electronics,Desktop,Gold,0,4,S
1,73.96,0.26,3,1,Apparel,Desktop,None,0,2,MW
0,118.45,0.29,4,1,Home,Mobile,Gold,0,14,MW
0,75.57,0.22,3,0,Beauty,Mobile,Gold,0,13,MW
0,50.32,0.16,5,0,Apparel,Desktop,Silver,1,9,MW
0,252.57,0.1,4,1,Electronics,Desktop,None,0,16,NE
1,125.19,0.21,3,1,Shoes,Desktop,None,0,1,S
0,34.59,0.21,4,0,Beauty,Desktop,None,0,3,NE
0,97.85,0.17,3,0,Shoes,Desktop,Gold,0,3,S
0,336.76,0.13,2,0,Electronics,Mobile,Gold,0,4,MW
0,142.09,0.13,3,1,Shoes,Desktop,Silver,0,3,West
0,35.22,0.17,4,0,Beauty,Mobile,Silver,0,5,S
0,70.44,0.32,2,1,Shoes,Mobile,None,0,1,S
0,29.36,0.44,4,0,Beauty,Mobile,None,0,4,MW
1,35.99,0.26,2,0,Apparel,Desktop,Silver,1,6,MW
0,111.01,0.37,3,1,Home,Mobile,None,0,2,MW
1,50.82,0.11,2,0,Apparel,Desktop,Gold,0,1,NE
1,28.35,0.24,5,1,Apparel,Mobile,None,0,9,MW
0,41.51,0.05,1,0,Apparel,Desktop,None,1,3,MW
0,53.82,0.2,1,0,Apparel,Desktop,None,1,3,MW
0,163.99,0.08,4,0,Home,Desktop,Gold,0,5,S
0,164.29,0.15,2,0,Home,Desktop,None,1,6,MW
0,37.85,0.42,2,0,Apparel,Mobile,None,0,3,NE
0,84.73,0.27,2,0,Apparel,Desktop,Silver,0,9,MW
0,95.66,0.13,1,0,Shoes,Mobile,None,0,4,NE
0,100.87,0.28,2,1,Shoes,Mobile,Silver,2,9,NE
0,76.59,0.15,3,0,Shoes,Desktop,None,0,0,S
0,147.58,0.3,2,0,Electronics,Mobile,Gold,1,24,MW
0,45.58,0.22,3,0,Beauty,Mobile,None,2,5,West
1,35.82,0.25,3,0,Beauty,Mobile,Silver,0,5,S
0,169,0,1,0,Electronics,Mobile,Silver,1,0,MW
0,33.46,0.13,4,0,Apparel,Desktop,None,0,0,S
0,46.34,0.26,2,0,Apparel,Mobile,Silver,1,4,MW
0,172.36,0,6,1,Home,Desktop,None,0,0,West
0,34.74,0.32,4,1,Apparel,Desktop,None,0,4,S
0,15.53,0.42,4,0,Beauty,Desktop,Gold,0,7,West
1,39.38,0.24,3,0,Apparel,Desktop,Gold,3,26,S
0,106.73,0.14,3,0,Home,Mobile,Gold,0,14,MW
0,226.04,0.14,4,0,Electronics,Mobile,None,0,1,West
0,146.36,0.14,3,0,Home,Mobile,None,0,1,S
0,35.6,0.32,2,0,Beauty,Mobile,None,0,1,NE
1,51.45,0.2,6,1,Apparel,Mobile,None,0,0,S
0,50.52,0.18,6,1,Beauty,Desktop,None,0,1,West
1,170.77,0.14,5,1,Electronics,Mobile,None,0,8,West
0,110.05,0.13,5,0,Home,Desktop,None,0,1,West
0,197.86,0.15,1,1,Electronics,Mobile,Gold,0,3,S
0,138.34,0.06,3,1,Electronics,Desktop,Silver,0,1,S
0,194.01,0.01,5,0,Electronics,Mobile,Silver,0,1,MW
1,127.62,0.13,5,0,Home,Desktop,None,0,3,West
0,146.6,0.26,2,0,Home,Desktop,Gold,0,0,NE
0,120.35,0.31,4,0,Home,Desktop,Silver,1,4,West
0,32.71,0.17,4,0,Apparel,Desktop,None,0,5,West
0,122.24,0.27,3,0,Home,Desktop,None,0,0,MW
0,37.26,0.17,3,0,Beauty,Mobile,None,1,1,S
0,51.22,0.35,3,0,Beauty,Mobile,None,0,0,MW
0,98.4,0.37,3,0,Shoes,Desktop,None,0,2,NE
0,207.24,0.2,5,0,Home,Mobile,None,0,2,West
0,123.29,0.19,4,1,Home,Mobile,Gold,0,3,West
1,64.55,0.37,4,1,Apparel,Mobile,Silver,2,23,West
1,314.08,0.08,4,0,Electronics,Desktop,Silver,0,3,West
1,54.79,0.37,2,0,Apparel,Mobile,None,1,5,S
0,120.58,0.26,3,0,Shoes,Desktop,None,0,6,MW
1,83.96,0.29,4,1,Apparel,Mobile,Gold,3,34,MW
1,132.49,0.16,1,0,Electronics,Mobile,Gold,1,7,NE
0,29.99,0.31,4,0,Beauty,Desktop,Silver,0,9,West
0,52.3,0.21,3,0,Apparel,Mobile,Silver,0,10,MW
0,84.96,0.19,3,0,Home,Mobile,Gold,0,3,MW
1,100.68,0.4,3,0,Home,Mobile,Gold,2,12,West
1,95.91,0.14,3,1,Home,Desktop,Silver,0,6,NE
0,138.57,0.07,3,0,Home,Mobile,Silver,0,3,S
0,183.12,0.2,2,1,Home,Mobile,Gold,0,1,MW
0,186.98,0.06,2,1,Home,Desktop,Silver,0,8,S
0,101.74,0.29,3,0,Apparel,Mobile,None,0,20,MW
0,31.68,0.22,2,1,Beauty,Desktop,Gold,0,7,S
0,35.02,0.34,3,0,Apparel,Mobile,None,0,0,S
0,282.99,0,4,0,Electronics,Mobile,Gold,0,9,West
0,83.83,0.14,3,0,Home,Mobile,Silver,0,10,MW
1,49.14,0.33,4,0,Beauty,Desktop,Silver,1,7,S
1,50.6,0.33,1,0,Apparel,Mobile,Gold,1,17,S
0,58.77,0.21,5,1,Apparel,Desktop,None,1,13,West
1,168.72,0.23,3,1,Home,Desktop,Silver,1,12,MW
0,113.59,0,3,0,Home,Mobile,None,0,2,S
0,114.13,0.17,2,0,Electronics,Mobile,Silver,0,6,S
0,33.97,0.15,3,1,Apparel,Desktop,None,0,4,West
0,47.58,0.13,3,0,Apparel,Desktop,Gold,0,5,MW
0,39.74,0.2,1,0,Apparel,Desktop,None,0,0,NE
0,61.08,0.25,4,1,Shoes,Mobile,None,0,1,West
0,127.85,0.04,3,1,Home,Mobile,None,0,0,MW
0,72.84,0.11,3,0,Apparel,Desktop,Silver,2,5,S
0,32.97,0.33,3,0,Apparel,Desktop,None,0,2,NE
0,38.31,0.29,4,0,Beauty,Mobile,None,0,3,West
1,233.17,0.08,5,1,Electronics,Desktop,None,0,0,S
0,27.74,0,3,0,Beauty,Mobile,Silver,0,2,S
0,242.02,0.07,3,1,Electronics,Desktop,Gold,0,5,MW
0,376.04,0.17,3,0,Electronics,Mobile,None,0,1,West
0,140.22,0.11,3,0,Electronics,Mobile,None,1,1,S
1,77.87,0.21,5,0,Shoes,Mobile,Gold,0,2,S
0,57.77,0.12,2,0,Apparel,Mobile,Silver,1,13,NE
1,302.71,0,3,0,Electronics,Desktop,None,1,0,S
0,214.3,0.09,2,0,Electronics,Desktop,Gold,0,2,NE
0,159.22,0.43,3,0,Home,Desktop,Gold,3,14,S
1,93.03,0.18,1,0,Home,Desktop,Silver,0,7,NE
0,418.7,0.13,2,0,Electronics,Desktop,Gold,0,4,NE
1,27.11,0.16,5,0,Beauty,Mobile,None,0,3,West
0,49.01,0.27,1,1,Beauty,Desktop,Gold,0,12,S
0,117.78,0.15,5,1,Home,Desktop,None,0,6,West
0,32.76,0.34,2,0,Apparel,Mobile,Gold,0,7,MW
0,267.96,0.02,1,0,Electronics,Mobile,Gold,0,1,NE
0,149.62,0.4,3,0,Home,Desktop,Silver,0,8,West
0,18.6,0.12,5,1,Beauty,Mobile,None,0,3,S
0,29.03,0.11,3,0,Apparel,Mobile,Silver,1,13,S
1,43.33,0.09,4,0,Beauty,Mobile,Silver,0,3,NE
