sale_price,living_area,overall_qual,year_built,total_bsmt_sf,garage_area,lot_area,full_bath,bedrooms,fireplaces,total_rooms,year_remod
144,1099,5,1995,1099,352,9525,1,3,0,6,2006
145,990,5,1994,990,672,9245,1,3,0,5,1995
226.001,1418,7,1997,1418,558,8696,2,3,1,5,1998
215.7,1771,6,1997,864,600,13142,2,3,0,6,1997
207.5,1652,7,2000,782,532,8998,2,3,0,6,2000
193,1790,7,1999,873,588,9179,2,3,0,7,1999
188,1724,7,1998,880,527,8924,2,3,0,8,1999
191,1479,7,1999,1468,577,9382,2,3,0,6,2000
221,1494,7,2002,1494,530,12803,2,3,1,6,2002
231.5,1792,7,2001,963,564,12435,2,3,1,7,2001
235,1823,7,2000,928,626,12192,2,3,0,6,2001
223.5,1786,7,2001,920,608,11250,2,3,1,6,2002
130.25,938,5,1975,938,308,9200,1,3,0,5,1980
149.9,985,5,1977,985,328,8385,2,3,0,6,1977
158,1174,5,1978,864,528,12250,1,3,0,5,1978
147,1026,6,1978,940,576,10970,1,3,0,5,1978
143.195,1076,5,1975,1076,576,9216,1,3,1,5,1975
163,1558,5,1975,864,440,14330,2,2,0,5,2001
110,924,5,1975,924,280,7990,1,3,0,5,1975
127,864,5,1972,864,352,7180,1,3,0,5,1972
124.9,780,5,1972,780,352,7200,1,2,0,4,1972
230,1795,8,2002,1777,534,9742,2,3,1,7,2002
237,2031,8,2002,1128,577,9473,2,3,1,7,2002
235,1865,7,2000,992,839,10316,2,3,1,7,2000
230.5,2161,7,2001,1257,570,10400,2,3,1,8,2001
230,1852,8,1999,1004,660,9066,2,3,2,7,2000
222.5,2031,7,1998,1153,541,11404,2,3,1,8,1999
287,2263,8,2001,1055,905,9240,2,3,1,7,2002
274,1947,9,2001,1357,725,9720,2,3,1,7,2002
300,1786,8,2002,1778,715,14860,2,3,1,6,2003
255.9,2290,8,2002,1128,779,11250,2,4,1,9,2002
224.9,1768,7,2003,884,543,8158,2,3,0,8,2003
240,2327,7,2003,1129,596,10905,2,4,1,9,2003
183,1640,7,2003,798,595,7226,2,3,0,6,2003
207,1764,8,1999,850,560,11690,2,3,1,7,2000
210,1908,7,1994,915,493,8750,2,4,1,8,1995
136.5,848,6,2003,848,420,4435,1,1,0,3,2003
145,848,6,2004,848,420,4426,1,1,0,3,2004
208.9,1493,6,1997,1478,508,13125,2,3,1,7,1998
185,1838,6,1997,1838,721,10126,2,2,0,8,1998
214,1536,7,2002,1536,532,9135,2,3,0,7,2003
208.5,1710,7,2003,856,548,8450,2,3,0,8,2003
186.5,1445,7,2004,1445,470,9750,2,3,0,6,2004
210,1436,7,2004,1436,484,8450,2,3,0,8,2004
185.9,1582,7,2004,770,520,8320,2,3,0,6,2004
179.9,1234,8,2007,1234,484,11049,2,3,0,7,2007
218.836,1564,7,2007,1564,814,11058,2,3,0,6,2007
193,1361,7,2007,1351,610,9627,2,3,0,6,2007
189,1456,7,2005,728,410,8199,2,3,1,7,2005
149.3,848,6,2004,848,420,4426,1,1,1,3,2004
141,848,6,2004,848,420,4426,1,1,1,3,2004
149,848,6,2004,848,420,4438,1,1,1,3,2004
144.5,848,6,2004,848,420,4438,1,1,1,4,2004
85,796,5,1910,796,0,8777,1,2,0,4,1950
145.9,2200,5,1900,1272,0,8777,2,4,0,9,2003
123,1092,5,1966,1092,264,9825,1,3,0,6,1966
147.5,1256,5,1965,1256,276,9937,1,3,0,6,1965
165,1033,5,1976,456,504,12102,1,3,0,6,1976
135,1127,6,1976,1127,480,6500,1,3,1,6,1976
108,996,5,1940,996,0,13907,1,3,1,6,1969
137.5,1181,4,1972,1138,588,10012,2,3,0,6,1972
165.4,1656,7,2003,746,397,6931,2,3,1,7,2004
147,1117,6,1977,1029,542,9638,1,3,1,6,1977
160.5,1398,6,1976,684,440,7200,1,3,1,6,2001
176,1132,4,2005,1132,451,7024,1,2,0,5,2005
284.7,3820,5,1959,0,624,47007,3,5,2,11,1996
160,5642,10,2008,6110,1418,63887,2,3,3,12,2008
148,1072,6,2005,547,525,3675,1,2,0,5,2005
82,1152,4,1955,0,0,6040,2,2,0,6,1955
82,1152,4,1955,0,0,6012,2,2,0,6,1955
118,1440,4,1955,1440,0,12108,2,4,0,8,1955
82.5,1152,4,1955,0,0,6845,2,2,0,6,1955
91.9,784,4,1955,784,0,6931,1,2,0,4,1955
120,1053,5,1938,585,0,12180,1,2,0,5,2007
96,1137,5,1947,0,0,8050,1,4,0,8,1993
99,930,4,1953,911,286,9520,1,2,0,5,1953
130.5,1200,5,1946,768,240,11767,1,3,0,6,1995
135,1470,4,1954,941,548,8172,2,4,0,7,1972
135.5,1393,5,1955,816,300,16466,1,3,0,8,1955
100,1204,4,1954,416,312,7692,1,3,0,6,1954
108,1292,4,1923,949,205,5142,1,3,0,6,2008
98,864,5,1925,864,0,5604,1,2,0,5,1950
67,864,3,1914,864,0,8248,1,2,0,5,1950
135.9,1716,5,1912,780,0,5687,2,6,0,9,2000
140,1482,6,1925,672,400,12155,2,4,0,7,1950
179.5,2192,5,1939,720,240,8400,2,4,1,8,1997
136.5,1694,6,1925,1181,576,8400,2,4,1,7,1950
168,1424,7,1921,1228,312,7290,2,2,1,7,1950
130,1964,5,1911,940,0,8525,1,4,0,7,1950
189,2601,5,1921,612,621,9842,3,4,0,8,1998
161.9,1920,6,1930,960,480,7804,2,4,2,10,1950
145,1316,6,1926,644,369,8969,1,2,1,6,1950
191,2555,6,1922,588,672,11526,2,3,1,11,1994
177,1680,6,1915,840,308,15576,2,4,0,8,1976
147.5,1264,6,1914,676,400,15564,1,3,0,6,1995
91,790,6,1930,768,160,6292,1,2,0,4,1950
231,1512,8,1925,798,180,7609,2,3,1,7,1997
115,1639,6,1936,1064,240,10480,1,3,0,6,1950
138,1603,6,1923,784,599,9650,1,4,1,7,1950
149,1502,7,1931,776,270,7200,1,3,1,6,2000
188.7,1660,6,1934,715,240,11988,1,3,1,6,1995
198,1938,5,1937,942,240,11700,2,4,1,7,1995
110,1374,5,1938,884,225,9260,1,3,0,6,1950
104,1091,6,1951,1091,344,7801,1,2,1,5,1951
257.076,1873,8,1935,608,786,9670,1,4,2,9,1950
381,3447,8,1935,728,1014,14100,3,4,2,11,1997
311.5,1954,7,1939,798,431,15660,1,3,2,8,2006
263.4,2161,7,1950,832,506,12392,2,3,2,8,2000
236.5,1898,5,1956,1898,484,26073,2,3,2,7,1956
224,1640,6,1954,1296,924,14778,1,3,1,7,2006
116.5,1032,6,1980,516,462,1879,1,2,1,5,1980
151,1556,6,1980,716,452,1950,2,3,1,6,1980
126,919,6,1926,894,195,7000,1,2,0,5,1998
120,1090,6,1940,720,240,6000,1,3,0,5,2006
55,796,4,1922,796,0,3636,1,2,0,5,1950
120.5,816,6,1930,816,432,5890,1,2,0,5,2007
120.5,778,5,1940,740,924,6900,1,2,1,4,1955
119,1200,5,1930,780,0,8155,1,4,0,7,1950
126,1656,5,1967,624,288,6000,1,3,1,7,1967
99.5,912,5,1930,520,360,7392,1,2,0,5,1995
165.5,1955,5,1958,1151,356,9000,2,4,0,7,1958
13.1,733,1,1952,0,487,14584,1,2,0,4,1952
89,1361,4,1895,173,185,5280,1,2,0,6,1950
40,1317,4,1920,649,250,8500,1,3,0,6,1950
80.9,1049,4,1910,356,195,5150,1,2,0,5,2000
81,894,3,1935,894,1248,18000,1,2,0,6,1950
65,864,4,1920,592,216,9000,1,3,0,5,1950
392.5,1652,8,2008,1600,482,5587,2,2,1,5,2008
294.464,1648,8,2007,1596,525,3843,2,2,1,5,2008
250,1646,7,2004,1594,482,3811,2,2,1,5,2005
275,1646,8,2004,1594,482,3842,2,2,1,5,2005
300,2032,7,1996,1840,786,23730,3,3,0,7,1997
271,1689,8,2002,1568,857,13265,2,3,2,7,2002
213,1820,7,1996,910,816,11050,2,3,1,8,1997
171,1118,6,1977,1096,358,9880,1,3,1,6,1977
171.5,1279,6,1977,1196,473,10125,2,3,2,6,1977
100,1872,5,1976,0,484,10260,2,4,0,8,1976
228.5,1689,4,1991,1680,432,9990,2,3,1,6,1991
228.95,1786,5,1965,1499,529,164660,2,3,2,7,1965
241.5,1501,7,1986,1277,512,4084,2,2,1,6,1986
287,2898,8,1976,1565,665,15498,2,2,1,10,1976
294,1537,8,2006,1518,788,11563,2,3,0,8,2007
293.077,1646,8,2007,1638,800,9520,2,3,1,7,2008
264.966,1780,8,2007,920,612,12852,2,3,1,6,2007
172.5,1442,5,2006,352,400,9802,2,3,0,6,2007
167.5,1394,5,2006,384,400,9735,2,3,0,7,2007
218.689,1612,7,2008,796,666,12018,2,3,0,6,2008
150,1495,6,1989,1495,438,12890,2,3,1,8,1989
184,1651,6,1986,1606,616,12416,2,3,1,7,1986
180,1256,6,1986,1256,578,18265,2,3,1,6,1986
175,1509,6,1988,1461,600,10200,2,3,1,5,1989
232.5,1440,8,2003,1432,467,11202,2,3,1,7,2003
195,1675,6,1999,1666,435,7915,2,3,0,6,2000
305,2262,8,2003,1482,749,12244,2,4,2,10,2003
298.751,1728,8,2007,1884,520,11449,2,3,1,7,2007
370,1964,8,2005,1964,892,11447,2,3,1,7,2006
209.2,1344,7,1997,1344,784,8940,2,2,0,8,1998
206.3,1344,7,1997,1344,784,7060,2,2,0,8,1998
146,1092,5,2007,1092,0,9278,1,2,0,5,2008
160.5,1189,6,1997,1189,392,4500,2,2,0,4,1997
173,1200,4,1964,1200,850,14137,1,3,0,6,1964
124,1040,5,1975,1040,499,4224,1,3,0,6,1975
115,1304,5,1976,264,336,2665,1,3,1,4,1976
129.5,1475,5,1976,550,336,2665,2,4,1,6,1976
105,988,4,1973,526,297,1974,1,2,0,5,2006
94.9,988,4,1973,462,297,1596,1,1,1,4,1973
152.5,1160,5,1968,1113,257,17979,1,3,0,6,1968
98,1092,6,1970,546,0,1477,2,3,0,6,2007
81,630,4,1972,630,0,1890,1,1,0,3,1972
113,988,5,1954,988,520,21750,1,2,0,4,1954
128.5,816,5,1983,816,264,6490,1,2,0,4,1983
119.5,923,5,1984,876,264,6951,1,3,0,5,1985
130.5,816,5,1982,816,264,6600,1,3,1,5,2008
138,816,5,1982,816,816,6600,1,2,0,4,2003
134.5,845,5,1982,845,264,6600,1,3,0,6,2005
160,1750,6,1940,983,423,12508,2,4,0,7,1985
137.5,889,5,1984,864,484,12395,1,3,0,6,1984
172,1968,5,1969,784,530,11075,2,4,1,7,1969
103,1836,5,1900,686,288,56600,2,4,0,7,1950
167.3,1587,6,1971,1587,525,10667,2,3,1,7,1971
167,1277,7,1970,1277,526,10628,1,2,1,5,1970
244,2223,7,1973,2223,516,13651,2,3,2,8,1973
268,2217,8,1970,2217,621,15865,2,4,1,8,1970
225,1733,7,2003,847,433,12394,2,3,1,7,2003
168,1572,6,1995,806,373,10364,2,3,1,7,1996
177,1470,6,1997,794,388,13869,2,3,0,6,1997
169,1600,6,1997,916,460,8773,2,3,1,7,1997
161.5,1384,6,1997,384,390,8872,2,3,1,7,1997
251,1652,8,2000,1494,499,5330,2,2,0,6,2000
160,1694,6,1994,392,398,10147,2,3,1,7,1994
180,1714,6,1999,923,451,8637,2,3,1,7,2000
178.75,1553,7,1996,691,420,7875,2,3,0,6,1996
176,1253,7,1995,1237,402,7875,2,3,1,6,1996
204,2299,6,1999,938,482,7500,3,5,1,7,2003
160,1187,7,1992,1168,420,9556,2,3,0,6,1993
160,1472,7,1991,384,402,10784,2,3,1,7,1992
163.9,1482,7,1992,384,392,9125,2,3,1,7,1992
168,1642,6,1993,903,392,7655,2,3,1,7,1994
154.204,1128,6,1964,1302,480,18160,1,3,1,6,1964
170,1088,8,1986,1074,461,3696,1,2,0,5,1986
207.5,2090,7,1984,1190,577,5062,2,3,1,6,1984
182,1179,8,1988,1166,480,4740,2,2,0,5,1988
212,1321,8,1990,1312,484,5118,1,1,1,4,1990
377.426,1922,9,2005,1922,676,14157,2,3,1,8,2006
349.265,2541,8,2005,1149,729,12328,3,4,1,10,2005
591.587,2338,9,2006,2660,1110,51974,2,4,2,8,2007
155,1424,5,1969,1100,828,41600,1,3,0,7,1990
319.9,1612,9,2006,1612,556,8035,2,2,1,6,2006
392,1419,8,2007,1419,567,8089,2,2,1,7,2007
441.929,2234,8,2006,2220,724,14082,1,1,1,7,2006
455,2042,10,2006,1742,724,13870,2,3,1,8,2007
182.9,1440,6,1981,1440,467,12546,2,3,1,7,1981
174,1284,6,1984,1284,480,10960,2,3,0,5,1984
178,1868,6,1984,585,477,12090,3,3,1,7,2003
176,1479,7,1981,725,484,12090,2,3,1,6,2003
213,1664,7,1978,1529,663,12299,2,3,1,7,1985
192,1930,7,1979,780,481,11339,2,4,1,9,1979
190,1969,7,1977,808,534,11952,2,3,1,8,1977
195,2030,6,1976,848,551,12046,2,4,1,8,1976
148,1032,6,1978,1032,564,10395,2,3,1,6,1978
151.5,1177,6,1984,1153,495,11850,2,3,0,6,1984
197,1725,7,1979,539,550,11584,2,3,1,6,1979
192.35,1353,6,1979,1259,478,10400,2,2,1,5,1999
152,1620,5,1969,780,462,10793,2,4,0,7,1969
170,1220,6,1971,1625,944,13001,2,2,1,6,1971
175,1484,5,1971,1484,487,12243,2,3,1,7,1971
175,1743,6,1968,702,539,11700,1,3,1,7,1968
197.9,1935,7,1976,793,550,12384,2,3,1,7,1976
174,1324,7,1976,1228,585,8991,2,3,1,5,1976
178.9,1877,6,1974,1084,488,8000,2,4,1,8,1974
139,1109,5,1971,372,288,10500,1,3,0,5,2005
143.25,981,6,1971,981,576,10530,1,3,0,5,1971
184,1479,7,1972,725,484,7472,1,4,0,7,2004
155,1422,5,1970,925,576,9457,1,3,0,7,1990
133,914,5,1970,914,368,7920,1,3,0,5,2002
119.5,950,5,1971,950,280,9758,1,3,0,5,1971
123,872,4,1971,858,480,8294,1,3,0,5,1971
110,858,4,1971,858,684,7340,1,2,0,4,1971
128,914,4,1961,914,270,17199,1,2,0,4,1961
120.5,864,4,1971,864,528,9000,1,3,0,5,1971
133,767,7,1998,723,367,4058,1,1,0,4,1998
155,1337,6,2001,1337,511,4113,2,2,1,5,2001
177,1337,6,1997,1405,522,10943,2,2,1,5,1998
113.5,1092,6,1973,525,264,2205,1,3,0,6,1973
113,1218,6,1973,672,264,1890,1,3,0,7,1973
113.7,1218,6,1973,672,264,2058,1,4,0,7,1973
106,1302,5,1970,630,440,2016,2,3,0,6,1970
122.5,1365,5,1971,765,440,1920,1,2,0,6,1971
128,958,6,1976,1078,440,4928,2,2,1,5,1976
155,1548,6,1976,804,440,2308,2,3,1,7,1976
142.5,1055,7,1978,1061,319,2304,2,2,0,4,1978
129.25,988,5,1966,988,360,7150,1,3,0,5,1966
356,1816,9,2006,1790,730,12469,2,3,1,7,2007
314.813,1828,9,2007,1822,774,11694,2,3,1,9,2007
318,1694,8,2007,1694,818,12030,2,3,0,7,2007
322.4,1694,8,2006,1694,856,11825,2,3,1,7,2007
318,1734,8,2007,1734,928,12085,2,3,1,7,2007
345.474,2122,8,2007,2108,938,14333,2,2,1,7,2007
415.298,2121,9,2006,2121,732,14450,2,3,1,8,2007
492,2656,9,2007,1934,1040,13641,2,3,1,8,2007
338.931,2550,8,2006,1108,670,13440,2,4,1,11,2007
450,2046,10,2005,1994,878,15431,2,2,2,7,2006
280,2172,7,2006,1063,947,14154,2,3,1,9,2006
479.069,2552,9,2007,2552,932,13891,2,3,2,8,2007
395,1973,8,2006,1935,895,14226,2,3,1,9,2006
380,2643,9,2006,2153,694,13693,2,3,1,9,2006
250,1634,8,2006,1626,866,11428,2,3,1,7,2006
440,1976,8,2006,1976,908,14977,2,2,1,7,2007
418,2758,9,2005,1704,814,13654,2,4,1,9,2006
500.067,2290,10,2007,2320,1174,17169,2,2,1,7,2007
260.116,2152,8,2007,1582,728,16659,2,3,1,7,2008
317,2473,8,2004,1143,852,9591,2,4,1,9,2005
319.5,2100,8,2007,918,786,9709,2,3,2,8,2007
325.624,2161,8,2007,1582,789,10562,1,3,1,8,2007
372,1802,9,2006,1802,843,13615,2,3,1,7,2006
342,2956,8,2004,1706,916,13069,2,5,1,11,2004
354,2468,8,2004,1136,872,12099,2,4,1,10,2004
350,2385,8,2003,1317,818,14277,2,3,1,7,2003
285,2374,8,2003,1181,656,11999,2,4,1,10,2004
281.5,1818,8,2007,895,774,12568,2,3,1,8,2007
245.7,1614,7,2005,1614,878,9926,2,3,0,7,2006
232.698,1721,8,2005,1721,554,9254,2,3,0,7,2005
250,1828,8,2006,1298,876,10732,2,3,0,7,2007
194.7,1362,6,2005,1362,460,7577,2,2,1,6,2006
204,1302,6,2005,1302,631,3901,1,1,1,5,2006
200,1302,6,2005,1302,631,3903,1,1,1,5,2006
207,1362,6,2005,1362,460,6289,2,2,1,6,2006
209.5,1554,8,2006,1554,627,4590,2,2,1,6,2006
209.5,1554,8,2006,1554,627,4590,2,2,1,6,2006
202.5,1370,8,2006,1370,484,6442,2,2,1,6,2006
280,1577,9,2005,1577,564,7841,2,2,1,6,2005
277.5,1561,9,2005,1561,556,7313,2,2,1,6,2005
318.061,1869,9,2007,1869,617,7820,2,2,1,6,2007
221.37,1324,8,2006,1324,550,6240,2,2,1,6,2006
200,1405,7,2003,1405,478,3242,2,2,1,6,2003
181.755,1496,6,2007,768,572,15810,3,3,0,7,2007
176,1536,6,2005,768,400,10237,2,3,1,6,2006
178.9,1484,6,2005,783,393,10237,2,3,1,8,2007
168.165,1458,7,2006,608,454,13204,2,3,0,6,2007
171.925,1495,6,2006,738,440,8857,2,3,1,7,2006
198.444,1746,6,2006,698,350,9729,2,3,1,6,2007
203,1326,6,2005,1326,388,12216,2,3,0,6,2005
179.54,1456,7,2007,728,400,9018,2,3,1,8,2007
176.485,1302,7,2007,1302,436,8993,2,3,0,6,2007
181.134,1340,7,2007,1340,396,8899,2,3,0,6,2007
156.932,1412,6,2006,616,432,8499,2,3,1,6,2007
166,1504,6,2007,752,440,8229,2,3,0,6,2007
177.594,1456,7,2007,728,400,7713,2,3,0,7,2007
173.5,1258,7,2007,1246,462,7697,2,3,0,6,2007
172.5,1258,7,2006,1258,648,3922,2,2,1,6,2007
194.201,1402,7,2006,1258,648,3922,0,2,1,7,2007
226.5,1589,8,2003,1406,630,3621,2,2,1,7,2003
185.485,1266,7,2007,1266,388,3710,2,2,1,6,2007
259,1530,7,2004,1530,630,14572,2,3,1,7,2004
188.5,1119,7,2004,835,437,16219,2,2,0,5,2005
175,1374,7,2004,384,400,11084,2,3,1,8,2004
215,1959,7,2004,847,434,11796,2,4,1,8,2005
206.58,1525,7,2006,1510,534,10936,2,3,1,6,2006
183.5,1720,7,2004,840,440,8244,2,3,1,7,2004
165.5,1394,7,2003,384,400,11950,2,3,1,7,2003
211,1948,7,2003,847,434,7875,2,4,1,8,2003
181,1690,6,2000,924,463,8063,2,3,1,7,2000
219.5,1995,7,2002,854,435,8740,2,4,1,8,2002
175,1647,6,1999,953,460,7917,2,3,1,7,2000
170,1430,7,2000,384,400,9967,2,3,1,8,2000
162,1320,7,2003,660,400,7750,2,3,0,6,2003
187,1690,6,2000,915,442,9487,2,3,1,7,2000
185,1644,6,1999,941,460,9649,2,3,1,7,2000
745,4476,10,1996,2396,813,15623,3,4,2,10,1996
384.5,2551,8,1997,1779,925,12191,2,4,2,8,1998
248,2285,8,2000,969,648,11000,2,4,1,8,2000
466.5,2633,10,2001,2633,804,11400,2,2,2,8,2002
410,3078,9,1998,1408,806,10557,2,4,1,9,1998
322.5,2582,8,1998,1389,758,11002,2,4,1,9,1999
252,2385,7,1998,1066,600,10790,2,4,1,8,1998
755,4316,10,1994,2444,832,21535,3,4,2,10,1995
269.79,2013,7,1996,1117,455,9920,2,3,1,8,1997
315.75,2398,7,1996,1379,834,11787,2,3,1,8,1997
290,2520,7,1995,1203,721,9950,2,4,1,9,1995
290,2531,8,1995,1318,752,12257,2,4,1,9,1995
430,3228,8,1992,3200,546,12692,3,4,1,10,1993
263,2202,8,1992,1105,517,11762,2,4,1,9,1993
330,2538,8,1996,1325,933,9044,2,4,1,8,1997
213.133,1369,7,2007,1369,605,9910,2,3,0,5,2007
260.261,1542,8,2007,1542,852,11830,2,3,1,6,2007
320,1905,9,2006,1905,788,11670,2,3,1,8,2006
282.922,1464,8,2007,1485,754,15256,2,3,0,6,2007
215,1534,8,2006,1524,484,10612,2,3,1,7,2006
419.005,1966,10,2007,1966,1092,12291,2,1,1,6,2007
255,1636,8,2006,1623,865,13501,2,3,1,8,2006
147,1795,8,2006,1795,895,9986,2,2,1,7,2007
235.876,1528,7,2007,1528,480,9965,3,3,1,6,2007
311.872,1726,7,2007,1726,786,9416,2,3,1,8,2007
248.328,1689,7,2007,1689,954,9849,2,3,0,7,2007
227,1588,8,2006,1588,825,10000,2,3,1,7,2006
260,1538,8,2005,1538,484,8847,2,3,0,7,2005
225,1496,8,2007,1496,474,9158,2,3,0,7,2007
249,1506,7,2005,1494,672,8251,2,3,1,7,2006
307,1694,8,2004,1686,636,10084,2,3,1,7,2005
250,1977,7,2006,982,574,9605,2,3,0,7,2006
221.3,1830,8,2006,1302,859,8778,2,3,0,7,2006
208.9,1338,8,2007,1338,598,8640,2,3,0,6,2007
210.4,1335,7,2006,1335,575,9000,2,3,0,6,2007
255,1792,8,2007,896,590,8640,2,3,0,8,2007
212.109,1588,5,2007,725,561,10411,3,3,0,8,2007
270,1959,8,2006,1088,1025,9000,2,3,1,8,2006
303.477,2610,8,2007,1184,550,9000,2,4,1,11,2007
310.013,1880,8,2007,955,880,12217,2,3,1,8,2007
249.7,1656,8,2006,1656,826,11096,2,3,0,7,2006
227.875,1761,7,2007,874,578,10207,3,3,0,7,2007
261.329,1584,8,2007,1574,594,10440,2,2,1,6,2007
253,1685,8,2006,1685,658,11824,2,2,1,5,2006
265,2443,6,2004,1158,744,10625,2,4,1,9,2004
340,2466,8,2004,1580,610,11143,3,4,1,8,2005
146,1100,6,2006,1100,0,7500,1,3,0,6,2007
147,1143,7,2006,1143,0,7500,1,3,0,5,2006
149,1094,5,2003,1094,576,12450,1,3,0,6,2004
181,1486,7,2006,1461,566,7441,2,3,0,7,2006
201,1721,6,1994,928,471,8462,2,3,0,7,1994
191.75,1820,6,1993,864,492,11613,2,3,0,7,1997
179,1349,7,2000,1349,539,8450,2,3,0,6,2001
215,1494,7,1998,1482,514,16196,2,3,1,5,1998
179.2,1575,6,1992,1575,529,8012,2,2,0,5,1992
128,1266,6,1980,630,283,8012,1,2,2,5,1980
144,884,5,1983,840,504,9180,1,2,0,5,1983
144,2020,5,1977,0,630,8400,2,4,2,10,1977
120.75,894,5,1977,894,308,6285,1,2,0,5,1977
132.5,970,5,1963,970,624,8480,1,2,0,5,1963
132,1057,5,1962,1057,576,7420,1,3,0,6,1962
132.5,999,5,1962,999,264,7758,1,3,0,6,2001
129,1120,4,1961,1040,544,6970,1,3,0,5,1961
143.9,1696,5,1962,1140,349,13673,1,3,1,8,1962
145,1040,5,1968,1040,686,7476,1,3,0,5,1968
128.5,988,5,1961,988,572,9945,1,3,0,5,1961
125.5,902,5,1967,876,288,6173,1,3,0,6,1967
300,2503,7,1990,1223,564,19522,2,3,1,7,1990
294,2167,7,1974,1192,518,17542,2,3,2,9,2003
129,1037,5,1974,1037,431,10751,1,2,0,5,1974
171,1701,5,1975,1390,611,16647,2,3,2,6,1981
147,1055,6,1973,1044,542,12712,1,2,1,5,2006
302,2810,8,1990,1453,750,9572,2,4,1,9,1990
285,2872,8,1992,1683,541,10678,2,4,1,9,2000
214,1378,8,2004,1378,540,4379,2,2,1,6,2004
166,1151,8,2006,1141,484,3523,2,2,0,5,2007
193.8,1565,8,2006,1511,476,3784,2,2,0,5,2007
208.9,1352,7,2006,1352,466,4230,2,2,1,5,2007
194,1352,7,2006,1352,466,3606,2,2,1,5,2007
207.5,1550,8,2006,1550,528,5330,2,2,0,5,2007
199.9,1241,7,2006,1241,569,4274,1,1,0,4,2007
164.7,1250,7,2006,625,528,4251,2,2,0,5,2007
176.5,1501,6,1999,744,440,2280,2,3,1,6,1999
176,1458,6,1999,729,440,3230,2,2,1,5,1999
168.5,1512,6,2000,756,440,2117,2,2,1,4,2000
177,1573,6,2000,756,440,2117,2,3,0,4,2000
177,1525,6,2000,756,440,2117,2,3,1,5,2000
148.8,1102,7,2004,551,480,5105,2,2,0,4,2004
174,1441,8,1999,776,492,2645,2,2,0,5,2000
239,1950,7,1997,975,576,7399,2,3,1,7,1998
204,1358,7,1999,1339,625,7321,2,3,0,5,2000
301,2048,8,2003,1054,552,8010,2,3,2,8,2004
312.5,2362,8,1998,1220,1105,8413,2,3,2,8,1998
279.7,1494,8,1994,1494,478,9466,1,1,1,5,1995
255,2362,7,1980,2002,546,12000,2,3,1,8,1980
194,1432,5,1978,1360,588,16157,1,2,1,5,1978
218,1437,5,1976,1437,528,10768,2,3,1,6,2004
213.75,1295,8,1978,1057,571,3840,1,1,2,4,1998
187,1855,6,1976,528,512,9600,2,3,1,7,1994
181.5,1262,6,1976,1262,460,9600,2,3,1,6,1976
373,2497,8,1981,2461,676,17778,2,2,2,7,1981
190,2620,5,1977,1361,600,18890,2,4,1,12,1977
226,1929,7,2001,1057,650,7050,2,3,1,7,2001
143.45,1152,6,1968,912,412,11700,1,3,0,7,1968
240.05,2411,6,1970,1008,570,8000,2,4,1,8,1970
162.5,1082,6,1969,973,480,8723,1,3,0,6,1969
164,1295,6,1968,1295,528,11700,1,3,0,6,1968
185,1610,7,1972,1124,515,11358,2,3,1,8,1987
188.5,1594,7,1993,1594,472,9547,2,2,1,6,1993
255,2075,7,1993,1148,473,10530,2,3,1,8,1993
136.905,1680,5,1976,1680,528,11500,2,4,0,8,1976
158.5,1093,6,1966,1093,484,10738,2,3,1,6,1966
175.5,1242,7,1973,1242,528,9600,1,3,1,6,1973
127,1052,6,1963,1052,311,10800,1,3,0,6,1963
127,1107,5,1967,949,308,8050,1,3,0,5,1993
143,1214,5,1967,1214,318,10355,2,3,1,5,1967
156,1073,5,1965,1073,515,10289,1,3,0,6,1965
144,1344,5,1958,1024,484,9503,1,2,1,6,1983
119,1728,5,1964,1728,352,10624,2,6,0,10,1964
103,1224,4,1964,0,530,10899,2,2,0,8,1964
139.9,1422,5,1960,978,286,12342,1,3,1,6,1978
151.5,958,6,1960,958,301,12772,1,2,0,5,1998
126.5,1065,5,1960,1065,461,8892,1,3,0,6,1960
145,1138,6,1958,588,264,10482,1,3,0,6,1958
120,912,5,1958,912,297,7535,1,2,0,5,1985
124,1074,5,1956,894,396,7450,1,2,1,6,1956
106.5,882,5,1959,0,294,8339,1,3,0,5,1959
140.5,1187,5,1961,864,440,14357,1,2,1,6,1961
137.5,964,5,1961,964,784,8243,1,3,1,5,1961
117.6,894,5,1960,894,312,8680,1,3,0,5,1960
163.5,1200,7,1966,1174,440,8800,2,3,1,6,1966
161,1042,6,1965,1042,440,9200,2,3,0,5,1965
158,1302,6,1964,1302,309,9350,2,3,0,7,1991
224.5,2154,6,1964,845,539,8800,2,5,1,8,1997
147,1374,6,1964,1130,286,11382,1,3,1,7,1964
200,1652,6,1959,1592,510,22002,1,3,1,6,1991
181.9,1429,6,1960,1144,572,14585,1,3,2,7,1987
150.75,1327,5,1959,1063,624,7388,1,3,0,7,2002
101.8,1224,4,1962,0,462,9842,2,2,0,6,1962
124,932,6,1950,932,306,8280,1,2,1,4,1950
138.5,908,5,1940,822,512,12172,1,2,0,4,1996
39.3,334,1,1946,0,0,5000,1,1,0,2,1950
64.5,666,3,1946,666,0,5000,1,2,0,4,1950
64,670,3,1945,370,0,3500,1,2,0,4,1950
112,808,5,1958,808,308,5175,1,2,0,5,2000
165,1977,6,1964,816,540,9500,1,4,1,9,1978
144,1150,5,1955,1078,288,9600,1,2,0,6,1955
137,1920,5,1948,928,400,11345,2,4,0,10,1950
